-41,41,10,10,0,0,
-41,41,10,10,1,0,
-40,40,9,10,1,0,
-39,39,9,10,1,0,
-38,38,9,10,1,0,
-38,38,9,9,1,0,
-37,37,8,9,1,0,
-36,36,8,9,1,0,
-36,36,8,9,1,0,
-35,35,7,8,1,0,
-34,34,7,8,1,0,
-33,33,7,8,1,0,
-33,33,7,8,1,0,
-32,32,6,8,1,0,
-31,31,6,8,1,0,
-31,31,6,7,1,0,
-30,30,6,7,1,0,
-29,29,6,7,1,0,
-29,29,5,7,1,0,
-28,28,5,7,1,0,
-27,27,5,6,1,0,
-27,27,5,6,1,0,
-26,26,5,6,1,0,
-25,25,5,6,1,0,
-25,25,4,6,2,0,
-24,24,4,6,2,0,
-24,24,4,6,2,0,
-23,23,4,5,2,0,
-22,22,4,5,2,0,
-22,22,4,5,2,0,
-21,21,3,5,2,0,
-20,20,3,5,2,0,
-20,20,3,5,2,0,
-19,19,3,5,2,0,
-19,19,3,5,2,0,
-18,18,3,4,2,0,
-17,17,3,4,2,0,
-17,17,3,4,2,0,
-16,16,2,4,2,0,
-16,16,2,4,2,0,
-15,15,2,4,2,0,
-14,14,2,4,2,0,
-14,14,2,4,2,0,
-13,13,2,4,2,0,
-13,13,2,4,2,0,
-12,12,2,4,2,0,
-11,11,2,3,2,0,
-11,11,2,3,2,0,
-10,10,2,3,2,0,
-10,10,2,3,2,0,
-9,9,2,3,2,0,
-8,8,1,3,2,0,
-8,8,1,3,2,0,
-7,7,1,3,2,0,
-7,7,1,3,2,0,
-6,6,1,3,2,0,
-6,6,1,3,2,0,
-5,5,1,3,2,0,
-4,4,1,3,2,0,
-4,4,1,3,2,0,
-3,3,1,3,2,0,
-3,3,1,3,2,0,
-2,2,1,3,2,0,
-1,1,1,3,2,0,
-1,1,1,3,2,0,
-0,0,1,3,2,0,
0,-0,1,3,2,0,
1,-1,1,3,2,0,
1,-1,1,3,2,0,
2,-2,1,3,2,0,
3,-3,1,3,2,0,
3,-3,1,3,2,0,
4,-4,1,3,2,0,
4,-4,1,3,2,0,
5,-5,1,3,2,0,
6,-6,1,3,2,0,
6,-6,1,3,2,0,
7,-7,1,3,2,0,
7,-7,1,3,2,0,
8,-8,1,3,2,0,
8,-8,1,3,2,0,
9,-9,2,3,2,0,
10,-10,2,3,2,0,
10,-10,2,3,2,0,
11,-11,2,3,2,0,
11,-11,2,3,2,0,
12,-12,2,4,2,0,
13,-13,2,4,2,0,
13,-13,2,4,2,0,
14,-14,2,4,2,0,
14,-14,2,4,2,0,
15,-15,2,4,2,0,
16,-16,2,4,2,0,
16,-16,2,4,2,0,
17,-17,3,4,2,0,
17,-17,3,4,2,0,
18,-18,3,4,2,0,
19,-19,3,5,2,0,
19,-19,3,5,2,0,
20,-20,3,5,2,0,
20,-20,3,5,2,0,
21,-21,3,5,2,0,
22,-22,4,5,2,0,
22,-22,4,5,2,0,
23,-23,4,5,2,0,
24,-24,4,6,2,0,
24,-24,4,6,2,0,
25,-25,4,6,2,0,
25,-25,5,6,1,0,
26,-26,5,6,1,0,
27,-27,5,6,1,0,
27,-27,5,6,1,0,
28,-28,5,7,1,0,
29,-29,5,7,1,0,
29,-29,6,7,1,0,
30,-30,6,7,1,0,
31,-31,6,7,1,0,
31,-31,6,8,1,0,
32,-32,6,8,1,0,
33,-33,7,8,1,0,
33,-33,7,8,1,0,
34,-34,7,8,1,0,
35,-35,7,8,1,0,
36,-36,8,9,1,0,
36,-36,8,9,1,0,
37,-37,8,9,1,0,
38,-38,9,9,1,0,
38,-38,9,10,1,0,
39,-39,9,10,1,0,
40,-40,9,10,1,0,
41,-41,10,10,1,0,
41,-41,10,10,0,0,
42,-42,10,11,0,0,
43,-43,11,11,0,0,
44,-44,11,11,0,0,
45,-45,11,12,0,0,
45,-45,12,12,0,0,
46,-46,12,12,0,0,
47,-47,13,13,0,0,
48,-48,13,13,0,0,
49,-49,13,14,1,0,
*********************
3,-3,1,3,2,0,
3,-3,1,3,2,0,
3,-3,1,4,3,0,
3,-3,1,5,3,0,
3,-3,1,5,4,0,
3,-3,1,6,4,0,
3,-3,1,6,5,0,
3,-3,1,7,6,0,
3,-3,1,7,6,0,
3,-3,1,8,7,0,
3,-3,1,9,7,0,
3,-3,1,9,8,0,
3,-3,1,10,8,0,
3,-3,2,10,9,0,
3,-3,2,11,9,0,
3,-3,2,12,10,0,
3,-3,2,12,11,0,
3,-3,2,13,11,0,
3,-3,2,14,12,0,
3,-3,2,14,12,0,
3,-3,2,15,13,0,
3,-3,2,15,13,0,
3,-3,2,16,14,0,
3,-3,2,17,14,0,
3,-3,2,17,15,0,
3,-3,2,18,16,0,
3,-3,3,19,16,0,
3,-3,3,19,17,0,
3,-3,3,20,17,0,
3,-3,3,21,18,0,
3,-3,3,21,18,0,
3,-3,3,22,19,0,
3,-3,3,23,20,0,
3,-3,3,23,20,0,
3,-3,4,24,21,0,
3,-3,4,25,21,0,
3,-3,4,26,22,0,
3,-3,4,26,22,0,
3,-3,4,27,23,0,
3,-3,4,28,24,0,
3,-3,4,29,24,0,
3,-3,5,29,25,0,
3,-3,5,30,25,0,
3,-3,5,31,26,0,
3,-3,5,32,26,0,
3,-3,5,32,27,0,
3,-3,5,33,28,0,
3,-3,6,34,28,0,
3,-3,6,35,29,0,
3,-3,6,35,29,0,
3,-3,6,36,30,0,
3,-3,6,37,31,0,
3,-3,7,38,31,0,
3,-3,7,39,32,0,
3,-3,7,39,32,0,
3,-3,7,40,33,0,
3,-3,7,41,34,0,
3,-3,8,42,34,0,
3,-3,8,43,35,0,
3,-3,8,44,35,0,
3,-3,8,44,36,0,
3,-3,9,45,37,0,
3,-3,9,46,37,0,
3,-3,9,47,38,0,
3,-3,9,48,39,0,
3,-3,10,49,39,0,
