-41,41,10,10,0,0, -70
-41,41,10,10,1,0, -69
-40,40,9,10,1,0, -68
-39,39,9,10,1,0, -67
-38,38,9,10,1,0, -66
-38,38,9,9,1,0, -65
-37,37,8,9,1,0, -64
-36,36,8,9,1,0, -63
-36,36,8,9,1,0, -62
-35,35,7,8,1,0, -61
-34,34,7,8,1,0, -60
-33,33,7,8,1,0, -59
-33,33,7,8,1,0, -58
-32,32,6,8,1,0, -57
-31,31,6,8,1,0, -56
-31,31,6,7,1,0, -55
-30,30,6,7,1,0, -54
-29,29,6,7,1,0, -53
-29,29,5,7,1,0, -52
-28,28,5,7,1,0, -51
-27,27,5,6,1,0, -50
-27,27,5,6,1,0, -49
-26,26,5,6,1,0, -48
-25,25,5,6,1,0, -47
-25,25,4,6,2,0, -46
-24,24,4,6,2,0, -45
-24,24,4,6,2,0, -44
-23,23,4,5,2,0, -43
-22,22,4,5,2,0, -42
-22,22,4,5,2,0, -41
-21,21,3,5,2,0, -40
-20,20,3,5,2,0, -39
-20,20,3,5,2,0, -38
-19,19,3,5,2,0, -37
-19,19,3,5,2,0, -36
-18,18,3,4,2,0, -35
-17,17,3,4,2,0, -34
-17,17,3,4,2,0, -33
-16,16,2,4,2,0, -32
-16,16,2,4,2,0, -31
-15,15,2,4,2,0, -30
-14,14,2,4,2,0, -29
-14,14,2,4,2,0, -28
-13,13,2,4,2,0, -27
-13,13,2,4,2,0, -26
-12,12,2,4,2,0, -25
-11,11,2,3,2,0, -24
-11,11,2,3,2,0, -23
-10,10,2,3,2,0, -22
-10,10,2,3,2,0, -21
-9,9,2,3,2,0, -20
-8,8,1,3,2,0, -19
-8,8,1,3,2,0, -18
-7,7,1,3,2,0, -17
-7,7,1,3,2,0, -16
-6,6,1,3,2,0, -15
-6,6,1,3,2,0, -14
-5,5,1,3,2,0, -13
-4,4,1,3,2,0, -12
-4,4,1,3,2,0, -11
-3,3,1,3,2,0, -10
-3,3,1,3,2,0, -9
-2,2,1,3,2,0, -8
-1,1,1,3,2,0, -7
-1,1,1,3,2,0, -6
-0,0,1,3,2,0, -5
0,-0,1,3,2,0, -4
1,-1,1,3,2,0, -3
1,-1,1,3,2,0, -2
2,-2,1,3,2,0, -1
3,-3,1,3,2,0, 0
3,-3,1,3,2,0, 1
4,-4,1,3,2,0, 2
4,-4,1,3,2,0, 3
5,-5,1,3,2,0, 4
6,-6,1,3,2,0, 5
6,-6,1,3,2,0, 6
7,-7,1,3,2,0, 7
7,-7,1,3,2,0, 8
8,-8,1,3,2,0, 9
8,-8,1,3,2,0, 10
9,-9,2,3,2,0, 11
10,-10,2,3,2,0, 12
10,-10,2,3,2,0, 13
11,-11,2,3,2,0, 14
11,-11,2,3,2,0, 15
12,-12,2,4,2,0, 16
13,-13,2,4,2,0, 17
13,-13,2,4,2,0, 18
14,-14,2,4,2,0, 19
14,-14,2,4,2,0, 20
15,-15,2,4,2,0, 21
16,-16,2,4,2,0, 22
16,-16,2,4,2,0, 23
17,-17,3,4,2,0, 24
17,-17,3,4,2,0, 25
18,-18,3,4,2,0, 26
19,-19,3,5,2,0, 27
19,-19,3,5,2,0, 28
20,-20,3,5,2,0, 29
20,-20,3,5,2,0, 30
21,-21,3,5,2,0, 31
22,-22,4,5,2,0, 32
22,-22,4,5,2,0, 33
23,-23,4,5,2,0, 34
24,-24,4,6,2,0, 35
24,-24,4,6,2,0, 36
25,-25,4,6,2,0, 37
25,-25,5,6,1,0, 38
26,-26,5,6,1,0, 39
27,-27,5,6,1,0, 40
27,-27,5,6,1,0, 41
28,-28,5,7,1,0, 42
29,-29,5,7,1,0, 43
29,-29,6,7,1,0, 44
30,-30,6,7,1,0, 45
31,-31,6,7,1,0, 46
31,-31,6,8,1,0, 47
32,-32,6,8,1,0, 48
33,-33,7,8,1,0, 49
33,-33,7,8,1,0, 50
34,-34,7,8,1,0, 51
35,-35,7,8,1,0, 52
36,-36,8,9,1,0, 53
36,-36,8,9,1,0, 54
37,-37,8,9,1,0, 55
38,-38,9,9,1,0, 56
38,-38,9,10,1,0, 57
39,-39,9,10,1,0, 58
40,-40,9,10,1,0, 59
41,-41,10,10,1,0, 60
41,-41,10,10,0,0, 61
42,-42,10,11,0,0, 62
43,-43,11,11,0,0, 63
44,-44,11,11,0,0, 64
45,-45,11,12,0,0, 65
45,-45,12,12,0,0, 66
46,-46,12,12,0,0, 67
47,-47,13,13,0,0, 68
48,-48,13,13,0,0, 69
49,-49,13,14,1,0, 70
