-41.42,41.42,10.04,10.03,-0.01,0.0,
-40.66,40.66,9.72,9.72,-0.01,0.0,
-39.9,39.9,9.41,9.41,-0.01,0.0,
-39.15,39.15,9.11,9.11,-0.01,0.0,
-38.4,38.4,8.82,8.81,-0.01,0.0,
-37.67,37.67,8.53,8.53,-0.01,0.0,
-36.94,36.94,8.26,8.25,-0.01,0.0,
-36.22,36.22,7.99,7.98,-0.01,0.0,
-35.51,35.51,7.73,7.72,-0.01,0.0,
-34.8,34.8,7.47,7.74,0.26,0.0,
-34.1,34.1,7.22,7.63,0.41,0.0,
-33.4,33.4,6.98,7.5,0.52,0.0,
-32.71,32.71,6.74,7.34,0.6,0.0,
-32.03,32.03,6.51,7.19,0.67,0.0,
-31.35,31.35,6.29,7.03,0.74,0.0,
-30.67,30.67,6.07,6.87,0.8,0.0,
-30.0,30.0,5.86,6.71,0.85,0.0,
-29.33,29.33,5.66,6.55,0.89,0.0,
-28.67,28.67,5.46,6.39,0.94,0.0,
-28.01,28.01,5.26,6.24,0.98,0.0,
-27.36,27.36,5.07,6.08,1.01,0.0,
-26.71,26.71,4.89,5.93,1.05,0.0,
-26.07,26.07,4.71,5.79,1.08,0.0,
-25.42,25.42,4.53,5.64,1.11,0.0,
-24.78,24.78,4.37,5.5,1.13,0.0,
-24.15,24.15,4.2,5.36,1.16,0.0,
-23.52,23.52,4.04,5.22,1.18,0.0,
-22.89,22.89,3.89,5.09,1.2,0.0,
-22.26,22.26,3.74,4.96,1.22,0.0,
-21.63,21.63,3.59,4.83,1.24,0.0,
-21.01,21.01,3.45,4.71,1.25,0.0,
-20.39,20.39,3.32,4.59,1.27,0.0,
-19.78,19.78,3.18,4.47,1.28,0.0,
-19.16,19.16,3.06,4.35,1.3,0.0,
-18.55,18.55,2.93,4.24,1.31,0.0,
-17.94,17.94,2.81,4.14,1.32,0.0,
-17.34,17.34,2.7,4.03,1.33,0.0,
-16.73,16.73,2.59,3.93,1.34,0.0,
-16.13,16.13,2.48,3.83,1.35,0.0,
-15.53,15.53,2.38,3.74,1.36,0.0,
-14.93,14.93,2.28,3.65,1.36,0.0,
-14.33,14.33,2.19,3.56,1.37,0.0,
-13.73,13.73,2.1,3.48,1.38,0.0,
-13.14,13.14,2.01,3.4,1.38,0.0,
-12.54,12.54,1.93,3.32,1.39,0.0,
-11.95,11.95,1.85,3.25,1.39,0.0,
-11.36,11.36,1.78,3.18,1.4,0.0,
-10.77,10.77,1.71,3.11,1.4,0.0,
-10.18,10.18,1.64,3.05,1.41,0.0,
-9.59,9.59,1.58,2.99,1.41,0.0,
-9.01,9.01,1.52,2.93,1.41,0.0,
-8.42,8.42,1.46,2.88,1.41,0.0,
-7.84,7.84,1.41,2.83,1.42,0.0,
-7.25,7.25,1.37,2.79,1.42,0.0,
-6.67,6.67,1.32,2.74,1.42,0.0,
-6.09,6.09,1.28,2.7,1.42,0.0,
-5.51,5.51,1.24,2.67,1.42,0.0,
-4.93,4.93,1.21,2.64,1.43,0.0,
-4.34,4.34,1.18,2.61,1.43,0.0,
-3.76,3.76,1.16,2.59,1.43,0.0,
-3.18,3.18,1.14,2.56,1.43,0.0,
-2.61,2.61,1.12,2.55,1.43,0.0,
-2.03,2.03,1.1,2.53,1.43,0.0,
-1.45,1.45,1.09,2.52,1.43,0.0,
-0.87,0.87,1.08,2.51,1.43,0.0,
-0.29,0.29,1.08,2.51,1.43,0.0,
0.29,-0.29,1.08,2.51,1.43,0.0,
0.87,-0.87,1.08,2.51,1.43,0.0,
1.45,-1.45,1.09,2.52,1.43,0.0,
